City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,watertown,42.3709,-71.1828,2.73,66,0,8.75,US,1735863264
362,tachov,49.7953,12.6337,-1.0,99,70,0.89,CZ,1735863266
363,kingsburg,36.5138,-119.554,16.54,69,72,2.06,US,1735863267
364,christchurch,-43.5333,172.6333,12.4,94,75,9.77,NZ,1735863006
365,sorsk,54.0033,90.2467,-8.98,80,61,5.43,RU,1735863269
366,sao gabriel da cachoeira,-0.1303,-67.0892,23.72,98,100,0.19,BR,1735863270
367,pitkyaranta,61.5734,31.4792,-6.84,84,87,3.04,RU,1735863271
368,pomona,34.0553,-117.7523,25.57,33,0,3.09,US,1735863272
369,along,28.1667,94.7667,6.22,80,0,0.19,IN,1735863274
370,colonia,50.9333,6.95,2.36,90,75,4.63,DE,1735863275
371,anaconda,46.1285,-112.9423,-2.69,91,100,2.61,US,1735863276
372,damnoen saduak,13.5182,99.9547,18.73,68,6,2.53,TH,1735863277
373,datca,36.7378,27.6842,13.35,67,97,4.52,TR,1735863279
374,obidos,-1.9175,-55.5181,26.66,72,100,2.34,BR,1735863281
375,gimbi,9.1667,35.8333,12.95,53,84,1.18,ET,1735863282
376,thunder bay,48.4001,-89.3168,-8.58,75,100,4.22,CA,1735863283
377,kahama,-3.8333,32.6,17.9,92,31,1.18,TZ,1735863284
378,felipe carrillo puerto,19.5833,-88.05,20.59,98,100,1.41,MX,1735863285
379,arkalyk,50.2486,66.9114,-4.69,94,100,12.72,KZ,1735863286
380,naze,28.3667,129.4833,15.07,61,44,6.71,JP,1735863287
381,floro,61.5996,5.0328,-3.02,59,40,6.69,NO,1735863289
382,conception bay south,47.4999,-52.9981,6.62,98,100,5.31,CA,1735863290
383,zambezi,-13.5432,23.1047,17.46,96,98,1.84,ZM,1735863291
384,inari,68.906,27.0288,-22.21,100,98,1.95,FI,1735863292
385,chililabombwe,-12.3648,27.8229,17.67,98,100,0.66,ZM,1735863293
386,salinas,36.6777,-121.6555,22.05,49,0,1.54,US,1735863016
387,kone,-21.0595,164.8658,33.78,41,14,1.36,NC,1735863295
388,bandarbeyla,9.4942,50.8122,23.44,73,15,8.86,SO,1735863297
389,ust'-ilimsk,58.0006,102.6619,-30.6,100,78,1.14,RU,1735863298
390,broken hill,-31.95,141.4333,27.43,13,0,3.81,AU,1735863299
391,novaya igirma,57.1334,103.9112,-30.5,100,95,0.83,RU,1735863300
392,san rafael del yuma,18.4299,-68.6739,21.74,84,46,3.44,DO,1735863301
393,atafu village,-8.5421,-172.5159,28.33,66,99,4.6,TK,1735863302
394,hirado,33.3597,129.5531,8.7,53,26,8.66,JP,1735863304
395,grand-bassam,5.2118,-3.7388,28.98,87,59,2.62,CI,1735863305
396,benghazi,32.1167,20.0667,14.99,56,99,5.8,LY,1735863306
397,kerikeri,-35.2268,173.9474,21.62,84,30,2.24,NZ,1735863307
398,menomonie,44.8755,-91.9193,-6.29,60,90,4.83,US,1735863308
399,moses lake,47.1301,-119.2781,0.38,100,100,2.06,US,1735863309
400,nova sintra,14.8667,-24.7167,24.52,65,16,5.69,CV,1735863310
401,chebarkul',54.9749,60.3633,1.98,83,100,5.89,RU,1735863309
402,marka,1.7159,44.7717,24.89,89,35,6.49,SO,1735863313
403,dapaong,10.8639,0.205,25.23,22,2,3.37,TG,1735863314
404,vila do maio,15.1333,-23.2167,23.62,64,14,7.67,CV,1735863315
405,mayya,61.7333,130.2811,-52.38,100,64,0.59,RU,1735863316
406,qaqortoq,60.7167,-46.0333,0.02,98,100,2.37,GL,1735863317
407,the pas,53.8251,-101.2541,-17.53,91,100,3.85,CA,1735863318
408,waingapu,-9.6567,120.2641,24.0,91,100,0.98,ID,1735863320
409,short pump,37.6504,-77.6125,2.86,58,0,2.06,US,1735863321
410,ta`u,-14.2336,-169.5144,28.62,74,71,2.73,AS,1735863322
411,tselinnoye,53.0833,85.6667,-7.83,89,98,6.25,RU,1735863323
412,megalopoli,37.4011,22.1422,8.48,81,0,0.68,GR,1735863324
413,tambopata,-12.7333,-69.1833,24.98,85,71,1.26,PE,1735863325
414,anton lizardo,19.05,-95.9833,25.12,83,100,3.44,MX,1735863327
415,spassk-dal'niy,44.5978,132.8211,-15.43,88,21,2.25,RU,1735863328
416,challapata,-18.9,-66.7667,13.57,57,91,4.86,BO,1735863329
417,acarau,-2.8856,-40.12,26.94,84,5,7.47,BR,1735863331
418,norton,-17.8833,30.7,18.49,91,100,1.46,ZW,1735863332
419,turbat,26.0023,63.044,14.62,51,79,5.36,PK,1735863334
420,agrestina,-8.4581,-35.9447,22.22,87,39,3.49,BR,1735863335
421,ad dabbah,18.05,30.95,17.06,29,4,4.65,SD,1735863337
422,andkhoy,36.9529,65.1238,2.05,97,100,2.38,AF,1735863338
423,freetown,8.484,-13.2299,25.49,81,5,3.19,SL,1735863339
424,varadero,23.1536,-81.2514,22.42,71,88,7.07,CU,1735863341
425,levuka,50.1834,-105.4011,-19.52,98,100,1.98,CA,1735863342
426,kenai,60.5544,-151.2583,-8.97,63,0,2.57,US,1735863343
427,tanjung pandan,-2.75,107.65,26.35,83,100,1.71,ID,1735863344
428,pacific grove,36.6177,-121.9166,21.06,64,0,0.45,US,1735863345
429,adam,22.3756,57.5233,13.3,60,0,3.99,OM,1735863348
430,sao fidelis,-21.6461,-41.7469,23.53,92,43,1.25,BR,1735863349
431,al qaryatayn,34.2296,37.2407,5.05,66,0,2.75,SY,1735863350
432,kiliya,45.4552,29.2637,3.68,70,0,2.8,UA,1735863351
433,bandar lampung,-5.4254,105.258,24.38,91,57,1.58,ID,1735863352
434,sandnessjoen,66.0217,12.6316,-3.57,74,98,8.38,NO,1735863353
435,tamanrasset,22.785,5.5228,4.95,22,0,1.54,DZ,1735863355
436,tommot,58.9564,126.2925,-51.54,100,99,0.42,RU,1735863356
437,balabac,7.9868,117.0645,26.83,79,90,1.13,PH,1735863357
438,gornyye klyuchi,45.25,133.5,-16.71,96,60,1.81,RU,1735863358
439,oodweyne,9.4092,45.064,18.02,38,83,9.61,SO,1735863359
440,dunmore,41.4198,-75.6324,-0.42,66,100,6.69,US,1735863360
441,nova vicosa,-17.8919,-39.3719,24.84,84,100,4.35,BR,1735863361
442,hutchinson,38.0608,-97.9298,4.46,63,0,5.66,US,1735863341
443,walcz,53.2779,16.4712,0.75,88,33,6.4,PL,1735863364
444,sisimiut,66.9395,-53.6735,-1.1,98,100,5.48,GL,1735863365
445,alvaraes,-3.2208,-64.8042,24.06,97,94,1.75,BR,1735863366
446,ignalina,55.35,26.1667,-2.72,89,19,4.32,LT,1735863367
447,fort st. john,56.2499,-120.8529,-30.52,100,70,1.4,CA,1735863368
448,kosh-agach,50.0,88.6667,-20.42,91,100,1.04,RU,1735863369
449,kayes,14.0,-11.0,22.35,17,19,5.38,ML,1735863371
450,manggar,-2.8833,108.2667,26.0,85,100,1.65,ID,1735863372
451,verkhovazh'ye,60.7472,42.0465,-10.83,90,88,3.67,RU,1735863373
452,chernyshevskiy,63.0128,112.4714,-40.32,100,100,0.96,RU,1735863374
453,talcher,20.95,85.2167,12.95,36,66,1.14,IN,1735863375
454,sohbatpur,28.5202,68.5434,15.32,29,100,1.96,PK,1735863376
455,kalaleh,37.3807,55.4916,5.88,56,4,2.13,IR,1735863377
456,kulhudhuffushi,6.6221,73.07,28.06,71,100,6.25,MV,1735863379
457,villa emilio carranza,19.9667,-96.6,23.01,82,96,1.69,MX,1735863380
458,fendou,46.65,124.8667,-25.33,96,8,1.78,CN,1735863381
459,auki,-8.7676,160.7034,28.15,77,100,1.56,SB,1735863382
460,percut,3.6253,98.864,25.12,94,87,2.36,ID,1735863383
461,severo-yeniseyskiy,60.3725,93.0408,-13.84,94,100,1.58,RU,1735863384
462,bossangoa,6.4926,17.4552,21.44,20,82,1.39,CF,1735863386
463,uyuni,-20.4597,-66.825,13.02,54,84,4.68,BO,1735863387
464,zyryanskoye,56.8306,86.6258,-5.69,91,100,5.32,RU,1735863388
465,kavieng,-2.5744,150.7967,28.71,70,93,1.33,PG,1735863389
466,pandan,14.0453,124.1694,26.47,86,83,2.08,PH,1735863390
467,baiyin,36.5583,104.2081,-5.63,46,83,0.34,CN,1735863391
468,kosk,37.8533,28.0517,6.71,87,40,4.12,TR,1735863392
469,bardai,11.65,7.2333,20.41,21,67,3.99,NG,1735863394
470,luanshya,-13.1367,28.4166,18.02,99,100,0.98,ZM,1735863395
471,gassol,8.5333,10.4667,25.84,18,9,2.55,NG,1735863396
472,stornoway,58.2093,-6.3865,2.98,81,40,3.09,GB,1735863397
473,el abiodh sidi cheikh,32.893,0.5484,6.74,75,58,3.55,DZ,1735863398
474,coquimbo,-29.9533,-71.3436,14.99,82,20,1.87,CL,1735863399
475,kudahuvadhoo,2.6708,72.8944,26.98,81,100,5.56,MV,1735863401
476,sona,45.4388,10.8255,4.51,93,75,0.51,IT,1735863402
477,halifax,44.6453,-63.5724,3.03,81,95,5.66,CA,1735863403
478,tazacorte,28.629,-17.9293,17.54,68,0,3.6,ES,1735863404
479,nabire,-3.3667,135.4833,25.2,93,100,0.59,ID,1735863405
480,kailua-kona,19.6406,-155.9956,26.98,74,40,4.12,US,1735863406
481,talcahuano,-36.7167,-73.1167,18.82,59,0,5.14,CL,1735863407
482,gwarzo,11.9152,7.9346,20.09,23,55,4.23,NG,1735863409
483,lerwick,60.1545,-1.1494,-0.86,64,100,12.54,GB,1735863410
484,alotau,-10.3069,150.4462,26.18,90,96,1.63,PG,1735863411
485,woolgoolga,-30.1106,153.2007,25.52,72,18,6.01,AU,1735863412
486,okha,53.5739,142.9478,-9.56,79,100,5.43,RU,1735863413
487,al kharj,24.155,47.3346,8.78,50,0,4.1,SA,1735863414
488,as sulayyil,20.4607,45.5779,10.82,34,0,3.15,SA,1735863416
489,saint albans,51.75,-0.3333,-0.74,90,6,4.63,GB,1735863418
490,bel ombre,-4.6167,55.4167,25.91,78,40,3.09,SC,1735863419
491,lethbridge,49.7,-112.8186,-14.62,93,100,2.55,CA,1735863361
492,shingu,33.7333,135.9833,7.47,57,0,1.71,JP,1735863421
493,steinbach,50.1667,8.5667,1.46,100,75,1.03,DE,1735863423
494,ciudad lazaro cardenas,17.9583,-102.2,25.75,70,75,1.68,MX,1735863354
495,kill devil hills,36.0307,-75.676,6.1,54,0,4.12,US,1735863425
496,coruripe,-10.1256,-36.1756,25.44,76,65,4.64,BR,1735863426
497,merizo village,13.2658,144.6691,27.21,89,51,8.07,GU,1735863427
498,inongo,-1.95,18.2667,23.78,67,87,0.86,CD,1735863428
499,carutapera,-1.195,-46.02,26.33,81,29,3.13,BR,1735863429
500,starke,29.9441,-82.1098,8.29,76,40,0.0,US,1735863431
501,mandalgovi,45.7625,106.2708,-17.69,72,1,3.74,MN,1735863432
502,kourou,5.1552,-52.6478,24.79,93,98,2.23,GF,1735863433
503,praia da vitoria,38.7333,-27.0667,17.5,93,100,8.66,PT,1735863434
504,belyy yar,53.6039,91.3903,-20.06,92,100,0.0,RU,1735863435
505,sinabang,2.4803,96.3801,26.09,83,78,0.74,ID,1735863436
506,trincomalee,8.5711,81.2335,26.35,67,92,6.16,LK,1735863439
507,bairnsdale,-37.8333,147.6167,21.14,61,49,2.24,AU,1735863440
508,nouadhibou,20.931,-17.0347,18.99,37,0,7.72,MR,1735863441
509,bereket,39.2446,55.5154,5.19,80,61,0.34,TM,1735863442
510,taulaga,-11.0553,-171.0883,27.74,76,100,3.55,AS,1735863443
511,touros,-5.1989,-35.4608,26.82,81,0,6.59,BR,1735863445
512,bugene,-1.5911,31.1403,13.76,82,87,1.17,TZ,1735863446
513,arraial do cabo,-22.9661,-42.0278,24.41,93,6,6.42,BR,1735863447
514,lazaro cardenas,17.9583,-102.2,25.75,70,75,1.68,MX,1735863448
515,kalemie,-5.9475,29.1947,20.43,93,100,0.57,CD,1735863449
516,burang,30.25,81.1667,-7.99,62,100,1.68,CN,1735863450
517,tekkali,18.6167,84.2333,16.27,80,71,1.17,IN,1735863451
518,antsiranana,-12.2787,49.2917,24.14,85,8,4.05,MG,1735863453
519,suva,-18.1416,178.4415,26.8,86,80,4.28,FJ,1735863454
520,mili,6.0815,171.735,27.16,83,92,7.8,MH,1735863455
521,el bayadh,33.6832,1.0193,2.75,93,78,2.69,DZ,1735863456
522,tsiombe,-25.3,45.4833,23.05,92,89,2.34,MG,1735863457
523,korla,41.7597,86.1469,-9.42,79,52,1.53,CN,1735863458
524,la passe,45.5549,-0.8967,7.31,90,100,2.92,FR,1735863459
525,el alto,-4.2714,-81.2147,19.62,86,98,5.48,PE,1735863461
526,chibougamau,49.9168,-74.3659,-7.21,86,100,6.69,CA,1735863462
527,kafranbel,35.6138,36.5645,4.87,61,0,0.38,SY,1735863463
528,hamilton,39.1834,-84.5333,2.1,74,0,2.06,US,1735863464
529,port moresby,-9.4431,147.1797,28.2,68,95,1.23,PG,1735863303
530,puerto san jose,13.9256,-90.8244,29.03,76,0,2.06,GT,1735863466
531,ploneour-lanvern,47.9,-4.2833,5.18,87,0,3.6,FR,1735863468
532,bereznik,62.8551,42.7072,-10.06,92,100,4.42,RU,1735863469
533,nishinoomote,30.7333,131.0,11.31,62,20,6.69,JP,1735863470
534,papao,-17.75,-149.55,27.82,74,36,1.52,PF,1735863471
535,bokhan,53.153,103.7714,-26.92,100,44,1.13,RU,1735863472
536,vorgashor,67.5833,63.95,-15.36,92,78,5.03,RU,1735863473
537,yuzhno-kurilsk,44.0306,145.8556,-3.85,67,96,4.17,RU,1735863474
538,varna,43.2167,27.9167,6.04,81,22,2.57,BG,1735863476
539,midvagur,62.0511,-7.1939,-2.54,54,100,11.32,FO,1735863477
540,demba,-5.51,22.2667,20.16,89,93,1.1,CD,1735863478
541,iitti,60.8949,26.3387,-6.5,99,100,3.74,FI,1735863479
542,goz beida,13.95,20.55,19.68,14,48,4.71,TD,1735863480
543,tiwi,13.4667,123.6167,24.44,85,90,2.04,PH,1735863481
544,zakamensk,50.3741,103.2863,-24.07,92,13,1.77,RU,1735863482
545,eagle point,42.4726,-122.8028,9.56,94,100,2.57,US,1735863484
546,sungailiat,-1.85,106.1333,26.27,84,93,1.99,ID,1735863485
547,wenzhou,27.9994,120.6668,9.19,63,0,1.32,CN,1735863486
548,groton,41.3501,-72.0784,3.38,48,0,6.69,US,1735863487
549,muisne,0.6,-80.0333,25.43,79,45,5.77,EC,1735863488
550,trairi,-3.2778,-39.2689,26.82,83,10,4.92,BR,1735863489
551,jieshi,22.8134,115.8257,14.51,66,13,3.84,CN,1735863490
552,asind,25.7333,74.3333,14.8,42,69,2.62,IN,1735863492
553,santa elena de uairen,4.6167,-61.1333,20.1,83,90,1.47,VE,1735863493
554,lauro de freitas,-12.8944,-38.3272,26.01,78,0,5.14,BR,1735863494
555,howrah,22.5892,88.3103,12.0,94,36,2.57,IN,1735863495
556,zhaoyuan,37.3592,120.3964,-2.63,75,4,2.78,CN,1735863496
557,usinsk,65.9939,57.5281,-9.76,86,100,3.64,RU,1735863498
558,la sarre,48.8002,-79.1996,-12.22,84,100,5.87,CA,1735863499
559,belmonte,-15.8631,-38.8828,26.14,77,96,4.24,BR,1735863500
560,pisco,-13.7,-76.2167,21.03,83,40,6.69,PE,1735863501
561,camana,-16.6228,-72.7111,21.23,82,65,2.15,PE,1735863502
562,nikolayevsk-on-amure,53.1406,140.73,-17.91,98,100,2.01,RU,1735863503
563,tisul',55.7611,88.3122,-5.1,89,100,8.01,RU,1735863504
564,nadym,65.5333,72.5167,-18.75,100,99,1.98,RU,1735863506
565,tefe,-3.3542,-64.7114,24.15,97,95,1.65,BR,1735863507
566,prado,-17.3411,-39.2208,25.32,82,100,4.86,BR,1735863508
567,kas,36.2018,29.6377,10.86,75,30,1.9,TR,1735863509
568,vernon,50.2581,-119.2691,-0.26,86,100,0.0,CA,1735863510
569,parapat,2.663,98.9349,20.75,92,84,0.42,ID,1735863511
570,betare oya,5.6,14.0833,21.32,23,98,2.63,CM,1735863513
571,charters towers,-20.1,146.2667,28.64,54,86,3.82,AU,1735863514
572,turan,16.0678,108.2208,19.99,94,100,0.51,VN,1735863515
573,sabang,5.8933,95.3214,27.2,76,41,4.9,ID,1735863516
574,cockburn town,21.4612,-71.1419,24.82,75,87,9.04,TC,1735863517
575,coyhaique,-45.5752,-72.0662,13.43,90,94,2.89,CL,1735863518
576,businga,3.3333,20.8833,21.19,35,94,0.62,CD,1735863519
577,cottage grove,44.8277,-92.9438,-7.45,73,100,8.23,US,1735863520
578,upington,-28.4478,21.2561,30.21,30,0,4.63,ZA,1735863522
579,harrismith,-28.2728,29.1295,16.3,96,99,1.9,ZA,1735863523
580,vallegrande,-18.4897,-64.1069,16.51,87,70,1.52,BO,1735863524
581,maki,37.75,138.8833,1.98,87,99,3.85,JP,1735863525
582,berbera,10.4396,45.0143,24.15,70,37,3.93,SO,1735863526
583,arkhangel'sk,64.5401,40.5433,-6.94,100,100,3.0,RU,1735863527
